,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TTW         ,,,,,,,  2.08 ,  2.17 ,  2.37 ,  2.55 ,  2.68 ,  2.75 ,  2.85 ,  2.85 
TUCC        ,,,,  1.45 ,  1.03 ,  1.11 ,  1.69 ,  1.65 ,  1.51 , #DIV/0! ,,,,
TVI         ,  2.11 ,  2.55 ,  2.15 ,  2.13 ,  2.13 ,  2.19 ,  1.76 ,  2.24 ,  2.75 ,  2.39 ,  3.07 ,  3.04 ,  3.63 ,  3.61 
TVO         ,  3.42 ,  3.62 ,  3.44 ,  3.77 ,  4.11 ,  5.36 ,  4.51 ,  6.97 ,  7.80 ,  7.20 ,  8.36 ,  8.32 ,  8.83 ,  9.32 
TWP         ,  (7.50),  (7.66),  0.95 ,  1.57 ,  2.17 ,  2.66 ,  2.83 ,  2.83 ,  3.00 ,  3.18 ,  3.55 ,  4.36 ,  5.59 ,  5.69 
TWZ         ,,,,  0.02 ,  0.02 ,  0.03 ,  0.25 ,,  0.31 ,  0.30 ,  0.30 ,  0.34 ,  0.36 ,  0.36 
TYCN        ,,  12.58 ,  13.56 ,  13.01 ,  12.07 ,  11.96 ,  12.03 ,  9.50 ,  10.14 ,  10.51 ,  9.76 ,  9.08 ,  9.13 ,  8.50 
UAC         ,,,,,,,,,  0.49 ,  0.73 ,  1.08 ,  1.54 ,  1.48 ,  1.68 
UBIS        ,,,,,,  1.30 ,  1.24 ,  1.34 ,  1.21 ,  1.22 ,  1.32 ,  1.55 ,  1.59 ,  1.87 
UEC         ,,,,  0.40 ,  0.45 ,  2.01 ,  2.19 ,  2.33 ,  2.42 ,  2.55 ,  2.75 ,  2.83 ,  2.90 ,  2.76 
UKEM        ,,,,,  0.10 ,  0.11 ,  0.48 ,  0.53 ,  0.62 ,  0.80 ,  0.87 ,  0.88 ,  0.89 ,  0.93 
UMI         ,  (0.24),  1.50 ,  1.53 ,  1.52 ,  1.34 ,  1.26 ,  1.15 ,  1.30 ,  1.48 ,  1.43 ,  2.14 ,  2.05 ,  1.94 ,  1.94 
UMS         ,,,  0.47 ,  0.55 ,  0.59 ,  1.99 ,  2.25 ,  2.44 ,  2.63 ,  2.80 ,  1.94 ,  0.93 ,  0.50 ,  (0.50)
UNIQ        ,,,,,,  2.10 ,  2.25 ,  2.39 ,  2.51 ,  2.32 ,  2.62 ,  3.32 ,  5.23 ,  5.70 
UOBKH       ,,,,  2.75 ,  3.08 ,  3.36 ,  3.46 ,  3.65 ,  4.08 ,  4.23 ,  4.53 ,,  5.52 ,  5.90 
UP          ,  19.52 ,  20.44 ,  20.44 ,  20.99 ,  23.31 ,  23.13 ,  23.30 ,  21.34 ,  22.21 ,  23.01 ,,  24.04 ,  23.08 ,  22.14 
UPF         ,  45.64 ,  41.58 ,  42.77 ,  43.50 ,  43.36 ,  43.42 ,  43.44 ,  56.38 ,  47.12 ,  48.09 ,  49.34 ,  48.61 ,  49.17 ,  50.65 
UPOIC       ,  2.20 ,  2.50 ,  2.47 ,  2.49 ,  2.77 ,  2.92 ,  3.04 ,  2.87 ,  2.85 ,  3.30 ,  3.20 ,  3.40 ,  3.47 ,  3.28 
UT          ,  25.21 ,  20.39 ,  17.65 ,  14.34 ,  15.52 ,  15.40 ,  14.69 ,  14.50 ,  21.97 ,  19.45 ,  18.00 ,  17.79 ,  17.61 ,  18.10 
UTP         ,,,  1.68 ,  1.67 ,  1.71 ,  1.67 ,  1.89 ,  1.89 ,  1.92 ,  1.89 ,  1.95 ,  2.72 ,  2.84 ,  3.00 
UV          ,  1.36 ,  2.13 ,  1.77 ,  1.84 ,  2.02 ,  1.93 ,  1.89 ,  1.92 ,  1.97 ,  1.83 ,  3.68 ,  3.59 ,  3.77 ,  4.02 
UVAN        ,,  1.12 ,  1.25 ,  1.16 ,  1.37 ,  1.51 ,  2.14 ,  2.16 ,  2.28 ,  2.88 ,  3.22 ,  3.36 ,  3.49 ,  3.42 
VARO        ,  7.75 ,  8.22 ,  9.83 ,  10.51 ,  11.38 ,  11.81 ,  11.71 ,  12.33 ,  12.47 ,  12.67 ,  11.78 ,  10.75 ,  10.79 ,  10.51 
VIBHA       ,  0.15 ,  0.17 ,  0.17 ,  0.17 ,  0.17 ,  0.18 ,  0.18 ,  0.18 ,  0.18 ,  0.25 ,  0.30 ,  0.34 ,  0.39 ,  0.42 
VNG         ,  2.55 ,  2.45 ,  2.81 ,  3.05 ,  3.30 ,  3.41 ,  3.50 ,  3.47 ,  3.80 ,  3.94 ,  4.00 ,  3.83 ,  4.29 ,  4.77 
VNT         ,  5.70 ,  7.86 ,  9.16 ,  10.48 ,  10.29 ,  10.73 ,  11.42 ,  11.91 ,  12.80 ,  13.74 ,  14.17 ,  13.62 ,  12.72 ,  13.07 
VTE         ,,,,,,,,,,  0.39 ,  1.24 ,  1.60 ,  1.00 ,  1.76 
WACOAL      ,  23.68 ,  28.73 ,  31.58 ,  33.61 ,  35.60 ,  36.39 ,  38.28 ,  39.81 ,  41.97 ,  40.86 ,  44.11 ,  41.68 ,  42.62 ,  43.17 
WAVE        ,  1.90 ,  2.01 ,  1.72 ,  2.09 ,  2.06 ,  1.55 ,  1.56 ,  1.44 ,  1.45 ,  1.41 ,  1.40 ,  1.42 ,  1.66 ,  2.23 
WG          ,  34.78 ,  36.98 ,  39.03 ,  41.93 ,  45.48 ,  50.29 ,  54.44 ,  58.79 ,  64.68 ,  69.36 ,  75.32 ,  81.42 ,  86.12 ,  90.40 
WIN         ,  0.21 ,  0.11 ,  0.18 ,  0.75 ,  0.86 ,  0.61 ,  0.42 ,  0.28 , #DIV/0! , #DIV/0! ,,  0.33 ,  0.33 ,  0.42 
WORK        ,,,  2.42 ,  2.69 ,  2.84 ,  2.93 ,  2.80 ,  2.81 ,  3.06 ,  3.34 ,  3.77 ,  4.09 ,  4.55 ,  6.73 
WR          ,,  3.56 ,  (2.93),  (5.65),  (7.24),  (8.79),  (9.78),  (108.16),  0.04 ,  0.40 ,  0.69 ,  0.98 ,  0.95 ,  1.02 
YCI         ,  24.18 ,  23.72 ,  24.56 ,  26.00 ,  26.21 ,  24.23 ,  18.05 ,  9.70 ,  7.82 ,  5.85 ,  2.07 ,  (3.85),  (8.38),  (10.02)
YNP         ,,,,  2.15 ,  2.09 ,  1.93 ,  2.00 ,  0.78 ,  (0.07),  (1.45),  (2.03),,,
YUASA       ,  1.57 ,  1.54 ,  7.53 ,  4.65 ,  2.92 ,  1.54 ,  1.25 ,  1.66 ,  2.11 ,  2.65 ,  3.14 ,  3.28 ,  3.18 ,  3.49 
ZMICO       ,  1.57 ,  2.42 ,  3.14 ,  3.10 ,  2.92 ,  2.80 ,  2.55 ,  2.05 ,  1.69 ,  1.70 ,  1.75 ,  1.82 ,  1.84 ,  1.79 
BCH         ,,,  0.48 ,  0.52 ,  0.57 ,  0.53 ,  0.59 ,  1.17 ,  1.25 ,  1.29 ,  1.45 ,  1.59 ,  1.66 ,  1.75 
AMARIN      ,  4.26 ,  4.72 ,  5.30 ,  6.23 ,  6.77 ,  7.07 ,  7.59 ,  7.88 ,  8.28 ,  8.29 ,  9.06 ,  9.36 ,  8.95 ,  6.34 
GSTEL       ,,,,,  11.97 ,  12.55 ,  11.03 ,  6.56 ,  2.98 ,  2.20 ,  1.19 ,  1.26 ,  0.94 ,  0.47 
PJW         ,,,,,,,,,,,  1.51 ,  1.62 ,  1.59 ,  1.77 
VIH         ,,,,,,,,,,,  1.27 ,  1.36 ,  1.43 ,  1.59 
AAV         ,,,,,,,,,,,  3.78 ,  3.99 ,  4.03 ,  4.15 
FPI         ,,,,,,,,,,,  0.51 ,  0.58 ,  0.74 ,  0.78 
JMT         ,,,,,,,,,,,  2.01 ,  1.99 ,  2.21 ,  4.51 
WHA         ,,,,,,,,,,,  0.29 ,  0.39 ,  0.42 ,  1.30 
SNP         ,  3.14 ,  3.27 ,  3.34 ,  3.48 ,  3.59 ,  3.58 ,  3.60 ,  3.74 ,  3.32 ,  3.52 ,  4.06 ,  4.49 ,  4.56 ,  4.91 
UWC         ,,,,,,,,,,,  0.10 ,  0.08 ,  0.08 ,  0.16 
SRICHA      ,,,,,,,,,,,  7.18 ,  7.77 ,  7.94 ,  6.40 
TVD         ,,,,,,,,,,,  0.61 ,  1.13 ,  1.09 ,  1.06 
ANAN        ,,,,,,,,,,,  1.48 ,  1.76 ,  2.07 ,  2.62 
HOTPOT      ,,,,,,,,,,,  0.94 ,  1.01 ,  0.86 ,  0.62 
PPS         ,,,,,,,,,,,  0.35 ,  0.37 ,  0.37 ,  0.36 
TMC         ,,,,,,,,,,,  2.28 ,  2.21 ,  2.01 ,
TMILL       ,,,,,,,,,,,  1.84 ,  1.92 ,  1.99 ,  2.32 
BEAUTY      ,,,,,,,,,,,  0.33 ,  0.33 ,  0.36 ,  0.38 
ARROW       ,,,,,,,,,,,  2.32 ,  2.52 ,  2.81 ,  3.61 
DNA         ,,,,,,,,,,,  0.12 ,  0.16 ,  0.14 ,  0.13 
MPG         ,,,,,,,,,,,,,  0.23 ,  0.28 
ABC         ,  0.03 ,  0.03 ,  0.03 ,  0.03 ,  0.02 ,  0.02 ,  0.02 ,  0.02 ,  0.02 ,  0.02 ,  0.01 ,  0.02 ,  0.03 ,  0.09 
KKP         ,  28.36 ,  28.26 ,  29.61 ,  32.12 ,  33.85 ,  35.59 ,  32.75 ,  34.24 ,  32.59 ,  36.58 ,  39.46 ,  41.66 ,  42.74 ,  44.79 
WORLD       ,  0.25 ,  0.22 ,  (0.14),  (0.52),,  (0.20),  (0.31),  (0.32),  (0.15),  (0.12),  (0.16),,  0.03 ,  0.03 
WIIK        ,  1.67 ,  1.80 ,  1.63 ,  1.83 ,  1.89 ,  1.72 ,  1.80 ,  1.77 ,  1.64 ,  1.47 ,  1.43 ,  1.47 ,  1.45 ,  2.03 
AEC         ,  1.04 ,  1.37 ,  1.30 ,,  1.10 ,  1.12 ,  1.02 ,  1.03 ,,  1.01 ,  1.04 ,  0.99 ,  1.09 ,  0.95 
PRINC       ,,,,  1.05 ,  2.10 ,  1.92 ,  2.50 ,  2.10 ,  2.22 ,  2.04 ,  1.93 ,  2.06 ,  2.06 ,  2.07 
EFORL       ,,,,,,,,  0.07 ,  0.04 ,  0.02 ,  0.01 ,  0.08 ,  0.10 ,  0.14 
VGI         ,,,,,,,,,,,,  0.26 ,  0.28 ,  0.27 
AKP         ,,,,,,,,,,,,  0.95 ,  1.02 ,  1.09 
EA          ,,,,,,,,,,,,  1.17 ,  1.58 ,  2.28 
PPP         ,,,,,,,,,,,,  2.07 ,  2.57 ,  2.86 
ECF         ,,,,,,,,,,,,  0.66 ,  0.77 ,  0.83 
SANKO       ,,,,,,,,,,,,  0.55 ,  0.49 ,  0.61 
CHO         ,,,,,,,,,,,,  0.62 ,  0.76 ,  0.69 
CHG         ,,,,,,,,,,,,  0.24 ,  0.25 ,  0.27 
PTG         ,,,,,,,,,,,,  1.91 ,  2.15 ,  2.40 
MONO        ,,,,,,,,,,,,,,  0.78 
NOK         ,,,,,,,,,,,,  7.27 ,  6.03 ,  4.88 
CKP         ,,,,,,,,,,,,  2.01 ,  2.09 ,  2.41 
MC          ,,,,,,,,,,,,  4.52 ,  4.77 ,  4.95 
PACE        ,,,,,,,,,,,,  1.16 ,  1.00 ,  0.65 
AUCT        ,,,,,,,,,,,,  0.71 ,  0.84 ,  0.82 
M           ,,,,,,,,,,,,  13.83 ,  13.98 ,  14.28 
BKD         ,,,,,,,,,,,,  0.68 ,  0.74 ,  0.92 
SEAOIL      ,,,,,,,,,,,,  1.38 ,  2.72 ,  2.72 
CSS         ,,,,,,,,,,,,  1.22 ,  1.38 ,  1.47 
NYT         ,,,,,,,,,,,,  5.88 ,  5.94 ,  6.05 
WINNER      ,,,,,,,,,,,,  1.39 ,  1.41 ,  1.46 
THREL       ,,,,,,,,,,,,  1.82 ,  1.98 ,  2.14 
FVC         ,,,,,,,,,,,,  1.02 ,  1.04 ,  1.28 
BJCHI       ,,,,,,,,,,,,  2.74 ,  2.89 ,  3.52 
MEGA        ,,,,,,,,,,,,  4.27 ,  4.60 ,  5.01 
GCAP        ,,,,,,,,,,,,  1.36 ,  1.53 ,  1.65 
SPVI        ,,,,,,,,,,,,  0.67 ,  0.70 ,  0.70 
OCEAN       ,,,,,,,,,,,,  0.39 ,  0.40 ,  0.38 
GEL         ,  (6.20),  0.80 ,  3.54 ,  3.21 ,  3.54 ,  4.04 ,  3.81 ,  2.93 ,  2.24 ,  0.57 ,  0.75 ,  0.99 ,  0.89 ,  0.83 
SMG         ,  12.82 ,  16.48 ,  15.43 ,  13.79 ,  10.93 ,  11.27 ,  8.23 ,  9.43 ,  9.56 ,  6.58 ,  9.93 ,  12.65 ,  17.21 ,  21.62 
POLAR       ,  281.46 ,  123.25 ,  (112.95),  (511.67),  (180.30),  8.53 ,  9.51 ,  4.05 ,  2.47 ,  1.95 ,  1.50 ,  2.06 ,  1.43 ,  0.65 
AQ          ,  (23.46),  8.90 ,  13.88 ,  5.32 ,  4.69 ,  3.13 ,  2.40 ,  1.39 ,  1.45 ,  1.62 ,  0.69 ,  0.69 ,  0.49 ,
BIG         ,  0.95 ,  0.83 ,  0.78 ,  0.68 ,  0.20 ,  (0.49),  (1.61),  (2.50),  (2.76),  (3.07),  (2.96),  0.00 ,  0.13 ,  0.26 
PRAKIT      ,  8.85 ,  9.95 ,  11.31 ,  11.17 ,  11.34 ,  11.66 ,  11.16 ,  11.79 ,  12.57 ,  12.95 ,  13.93 ,  14.29 ,  12.82 ,  13.87 
BDMS        ,  0.32 ,  0.35 ,  0.65 ,  0.68 ,  0.82 ,  0.92 ,  1.02 ,  1.17 ,  1.25 ,  2.07 ,  2.41 ,  2.63 ,  3.02 ,  3.46 
PK          ,  0.07 ,  0.09 ,  2.96 ,  3.24 ,  3.56 ,  2.24 ,  0.21 ,  (3.78),  (3.39),  0.77 ,  1.69 ,  1.84 ,  2.64 ,  3.42 
U           ,  (0.30),  0.11 ,  0.10 ,  0.09 ,  0.07 ,  0.02 ,  0.00 ,  0.00 ,  0.01 ,  0.00 ,  0.01 ,  0.02 ,  0.03 ,  0.03 
NPP         ,  1.04 ,  1.12 ,  1.02 ,  0.81 ,  0.92 ,  1.06 ,  1.01 ,  0.67 ,  0.54 ,  0.58 ,  1.03 ,  1.15 ,  1.16 ,  1.15 
NEWS        ,,,  0.08 ,  0.07 ,  0.07 ,  0.06 ,  0.06 ,  0.04 ,  1.47 ,  0.98 ,  0.63 ,  0.86 ,  0.52 ,  0.37 
S           ,,,,,,  0.87 ,  0.85 ,  0.97 ,  1.13 ,  1.12 ,  1.18 ,  1.23 ,  1.08 ,  1.88 
THE         ,,,,,,  0.21 ,  2.25 ,  2.15 ,  2.53 ,  2.80 ,  2.71 ,  2.20 ,  2.43 ,  2.50 
COL         ,,,,,,,,,,,  13.17 ,  14.27 ,  15.15 ,  15.83 
GIFT        ,,,,,,,,,,  0.79 ,  0.91 ,  1.05 ,  1.26 ,  1.54 
UREKA       ,,,,,,,,,,,,  0.60 ,  0.50 ,  0.52 
KTIS        ,,,,,,,,,,,,,  2.22 ,  2.25 
PCSGH       ,,,,,,,,,,,,,  3.31 ,  3.16 
SUTHA       ,,,,,,,,,,,,,  2.06 ,  2.09 
OTO         ,,,,,,,,,,,,,  2.88 ,  3.00 
AIE         ,,,,,,,,,,,,,  0.41 ,  0.39 
LIT         ,,,,,,,,,,,,,  1.82 ,  2.06 
AJD         ,,,,,,,,,,,,,  0.22 ,  0.31 
RWI         ,,,,,,,,,,,,,  1.57 ,  1.54 
TSR         ,,,,,,,,,,,,,  1.83 ,  2.05 
ICHI        ,,,,,,,,,,,,,  4.77 ,  4.64 
AIRA        ,,,,,,,,,,,,,  0.33 ,  0.55 
TAE         ,,,,,,,,,,,,,  1.61 ,  1.70 
PCA         ,,,,,,,,,,,,,  1.84 ,  1.93 
CCN         ,,,,,,,,,,,,,  0.83 ,  0.84 
SAWAD       ,,,,,,,,,,,,,  3.28 ,  4.56 
RICHY       ,,,,,,,,,,,,,  1.96 ,  1.98 
PDG         ,,,,,,,,,,,,,  1.83 ,  1.95 
SAPPE       ,,,,,,,,,,,,,4.95,5.66
TAKUNI      ,,,,,,,,,,,,,0.51,1.04
XO          ,,,,,,,,,,,,,1.13,1.39
LDC         ,,,,,,,,,,,,,0.53,0.46
SMART       ,,,,,,,,,,,,,1.30,1.27
CBG         ,,,,,,,,,,,,,6.03,6.33
FSMART      ,,,,,,,,,,,,,1.26,1.27
BA          ,,,,,,,,,,,,,12.05,14.74
SPA         ,,,,,,,,,,,,,0.85,0.97
WP          ,,,,,,,,,,,,,0.14,0.17
TSE         ,,,,,,,,,,,,,1.92,2.23
BRR         ,,,,,,,,,,,,,2.94,3.14
MTLS        ,,,,,,,,,,,,,2.41,2.67
NCL         ,,,,,,,,,,,,,0.77,0.56
FIRE        ,,,,,,,,,,,,,1.32,1.29
JSP         ,,,,,,,,,,,,,1.23,1.21
VPO         ,,,,,,,,,,,,,1.36,1.18
KCM         ,,,,,,,,,,,,,0.64,0.63
PSTC        ,,,,,,,,,,,,,0.18,0.24
DCORP       ,,,,,,,,,,,,0.52,0.52,1.81
ACC         ,,,1.80,1.11,0.70,0.75,0.80,,0.72,0.83,0.72,,0.75,0.66
TU          ,2.57,2.70,2.91,3.14,3.38,3.48,3.80,4.32,5.16,6.01,8.11,8.61,9.15,9.60
TT          ,0.04,0.02,0.01,0.01,0.08,0.10,0.05,0.05,0.10,0.01,0.05,0.12,0.12,0.16
VI          ,41.66,10.94,-20.14,-53.14,-54.25,-55.89,-58.24,-61.43,-63.39,-72.37,-71.48,-50.29,-52.04,0.19
FER         ,0.19,1.45,2.17,2.16,2.23,2.46,2.54,2.74,2.74,-1.32,0.24,0.35,0.00,0.57
GREEN       ,,,,1.68,1.99,1.84,1.83,1.83,1.69,1.49,0.93,0.94,0.73,1.19
T           ,,,,,0.20,0.07,0.04,0.00,0.00,0.01,0.06,0.06,0.00,0.08
UPA         ,,,,,,,,,0.78,0.40,0.23,0.49,0.52,0.45
TFG         ,,,,,,,,,,,,,,0.91
PMTA        ,,,,,,,,,,,,,,15.20
CGH         ,,,,,,,,,,,,,,1.34
NDR         ,,,,,,,,,,,,,,1.82
TPCH        ,,,,,,,,,,,,,,4.42
EPG         ,,,,,,,,,,,,,,2.93
PLANB       ,,,,,,,,,,,,,,0.84
SCN         ,,,,,,,,,,,,,,1.93
S11         ,,,,,,,,,,,,,,2.81
PLAT        ,,,,,,,,,,,,,,2.93
SLP         ,,,,,,,,,,,,,,0.81
TVT         ,,,,,,,,,,,,,,0.86
GPSC        ,,,,,,,,,,,,,,24.03
ORI         ,,,,,,,,,,,,,,2.65
DAII        ,,,,,,,,,,,,,,1.99
HPT         ,,,,,,,,,,,,,,0.44
BR          ,,,,,,,,,,,,,,5.14
ASEFA       ,,,,,,,,,,,,,,2.28
WICE        ,,,,,,,,,,,,,,1.00
AMATAV      ,,,,,,,,,,,,,,3.26
COM7        ,,,,,,,,,,,,,,1.47
PIMO        ,,,,,,,,,,,,,,0.54
ATP30       ,,,,,,,,,,,,,,0.53
TKN         ,,,,,,,,,,,,,,1.34
JWD         ,,,,,,,,,,,,,,2.54
KOOL        ,,,,,,,,,,,,,,0.68
LPH         ,,,,,,,,,,,,,,2.09
J           ,,,,,,,,,,,,,,2.01
TWPC        ,,,,,,,,,,,,,,5.39
SCI         ,,,,,,,,,,,,,,2.48
RP          ,,,,,,,,,,,,,,5.61
SR          ,,,,,,,,,,,,,,1.51
TNP         ,,,,,,,,,,,,,,0.69
SPRC        ,,,,,,,,,,,,,,8.47
TACC        ,,,,,,,,,,,,,,1.01
K           ,,,,,,,,,,,,,,2.01
