ROA(%),ROE(%),กำไรต่อหุ้น (บาท),กำไรสุทธิ,งวดงบการเงิน ณ วันที่,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,สินทรัพย์รวม,ส่วนของผู้ถือหุ้น,หนี้สินรวม,อัตรากำไรสุทธิ(%),Stock
10.41,23.14,1.60,"7,040.16",31/12/2558,"4,402.31","48,149.03","95,737.45","32,802.52","59,822.05",14.62,MINT
9.25,18.77,1.50,"6,590.00",31/12/2559,"4,410.37","56,972.78","108,453.15","37,401.73","67,656.32",11.57,MINT
7.20,12.78,1.22,"5,415.40",31/12/2560,"4,618.91","58,643.67","118,443.55","47,328.59","68,422.63",9.23,MINT
6.99,14.92,2.80,524.94,31/12/2557,375.00,"12,516.35","9,131.55","3,626.93","5,497.35",4.19,OISHI
8.91,18.52,3.80,712.19,31/12/2558,375.00,"12,963.16","9,088.87","4,064.94","5,005.65",5.49,OISHI
10.57,19.30,4.73,887.21,30/09/2559,375.00,"10,508.42","9,278.08","4,597.48","4,669.14",8.44,OISHI
16.27,28.53,7.74,"1,451.69",30/09/2560,375.00,"13,677.09","9,706.83","5,578.48","4,116.25",10.61,OISHI
16.44,27.48,1.59,298.21,31/12/2560,375.00,"3,870.84","9,767.34","5,877.87","3,878.94",7.70,OISHI
20.69,23.92,2.31,"1,041.18",31/12/2557,450.00,"6,917.71","5,949.31","4,626.49","1,322.82",15.05,PB
22.93,26.22,2.90,"1,304.66",31/12/2558,450.00,"7,418.56","6,724.56","5,325.70","1,398.86",17.59,PB
22.97,25.63,3.25,"1,462.95",31/12/2559,450.00,"7,642.88","7,527.67","6,089.69","1,437.98",19.14,PB
19.20,20.87,2.97,"1,335.54",31/12/2560,450.00,"7,524.00","7,997.33","6,707.65","1,289.67",17.75,PB
22.87,27.45,0.72,428.37,31/12/2557,598.25,"4,095.81","2,304.65","1,607.30",697.35,10.46,PM
21.17,25.70,0.72,433.23,31/12/2558,598.25,"4,273.93","2,498.62","1,764.68",733.95,10.14,PM
18.20,19.51,0.58,345.11,31/12/2559,598.25,"4,082.10","2,558.79","1,772.50",786.29,8.45,PM
