ROA(%),ROE(%),กำไรต่อหุ้น (บาท),กำไรสุทธิ,งวดงบการเงิน ณ วันที่,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,สินทรัพย์รวม,ส่วนของผู้ถือหุ้น,หนี้สินรวม,อัตรากำไรสุทธิ(%),Stock
0.80,0.20,0.00,0.54,31/12/2559,"1,417.56",380.28,495.03,270.90,224.54,0.14,PRO
4.71,6.93,0.01,20.04,31/12/2560,"1,417.56",266.37,488.92,307.33,182.04,7.52,PRO
4.42,3.79,6.25,200.03,31/12/2557,320.00,"1,400.67","8,459.16","4,582.61","3,740.88",14.28,ASIA
5.99,7.20,11.28,361.07,31/12/2558,320.00,"1,662.77","9,260.32","5,445.86","3,667.73",21.71,ASIA
1.46,0.07,0.11,3.53,31/12/2559,320.00,"1,364.43","9,158.20","5,387.63","3,624.96",0.26,ASIA
3.17,2.82,4.80,153.45,31/12/2560,320.00,"1,582.66","9,299.85","5,501.34","3,617.98",9.70,ASIA
7.32,11.18,0.88,"1,188.49",31/12/2557,"1,350.00","18,486.39","28,708.87","10,914.88","16,992.72",6.43,CENTEL
9.68,16.61,1.24,"1,675.68",31/12/2558,"1,350.00","19,291.38","24,499.30","9,257.81","14,545.04",8.69,CENTEL
10.92,18.81,1.37,"1,849.55",31/12/2559,"1,350.00","19,940.26","24,396.81","10,404.24","13,279.53",9.28,CENTEL
11.02,18.15,1.48,"1,991.39",31/12/2560,"1,350.00","20,345.34","25,037.31","11,540.85","12,978.94",9.79,CENTEL
4.83,4.65,3.48,71.33,31/12/2557,205.00,174.92,"1,812.05","1,547.02",265.04,40.78,CSR
5.27,5.02,3.39,69.52,31/12/2558,205.00,179.20,"1,403.49","1,222.24",181.26,38.79,CSR
5.31,4.96,2.99,61.34,31/12/2559,205.00,166.93,"1,434.93","1,250.05",184.88,36.75,CSR
5.33,5.42,3.35,68.64,31/12/2560,205.00,178.34,"1,466.91","1,283.98",182.93,38.49,CSR
1.09,-0.46,-0.24,-20.64,31/12/2557,850.00,"5,317.35","9,065.13","4,443.29","3,853.02",-0.39,DTC
3.70,4.41,2.36,199.19,31/12/2558,850.00,"5,369.59","9,395.68","4,593.20","3,991.21",3.71,DTC
2.32,2.49,0.14,114.12,31/12/2559,850.00,"5,425.13","9,032.98","4,588.98","3,678.89",2.10,DTC
4.95,5.67,0.32,267.04,31/12/2560,850.00,"5,569.67","9,978.32","4,823.54","4,097.60",4.79,DTC
1.90,-2.33,-0.05,-111.58,31/12/2557,"2,478.78","4,374.95","14,516.62","4,554.15","9,782.67",-2.55,ERW
4.90,4.28,0.08,197.87,31/12/2558,"2,498.17","5,320.11","14,820.05","4,702.57","9,903.32",3.72,ERW
6.00,7.63,0.15,366.89,31/12/2559,"2,498.17","5,663.95","14,911.12","4,917.92","9,838.56",6.48,ERW
6.98,9.96,0.20,505.57,31/12/2560,"2,500.89","6,050.46","16,047.70","5,236.02","10,644.66",8.36,ERW
14.50,22.63,0.22,602.01,31/12/2557,"2,751.47","4,927.64","5,528.54","3,032.23","2,496.31",12.22,GRAND
-0.65,-4.06,-0.04,-120.48,31/12/2558,"2,889.04","1,386.07","5,883.48","2,896.26","2,987.22",-8.69,GRAND
1.66,0.20,0.00,5.90,31/12/2559,"2,889.04","1,453.85","7,689.35","2,902.16","4,787.19",0.41,GRAND
10.59,22.16,0.24,723.05,31/12/2560,"2,889.04","2,935.80","9,284.80","3,623.21","5,661.60",24.63,GRAND
1.04,0.16,0.11,18.14,31/12/2557,"1,666.83","4,105.76","18,714.10","11,126.00","7,306.47",0.44,LRH
2.48,1.56,1.05,175.26,31/12/2558,"1,666.83","5,658.23","20,091.27","11,391.46","8,416.10",3.10,LRH
3.44,3.20,2.28,380.25,31/12/2559,"1,666.83","5,341.66","20,725.35","12,396.89","8,040.05",7.12,LRH
1.48,0.48,0.36,59.54,31/12/2560,"1,666.83","4,857.56","20,883.71","12,401.89","8,223.03",1.23,LRH
-0.14,-6.15,-1.13,-30.35,31/12/2557,269.06,279.98,"1,124.65",478.04,646.61,-10.84,MANRIN
2.30,-4.47,-0.78,-20.88,31/12/2558,269.06,331.53,"1,045.30",457.16,588.14,-6.30,MANRIN
3.18,0.83,0.14,3.81,31/12/2559,269.06,344.41,987.28,460.97,526.32,1.11,MANRIN
4.29,4.03,0.70,18.95,31/12/2560,269.06,345.58,931.54,479.92,451.62,5.48,MANRIN
12.57,20.11,11.60,175.21,31/12/2557,160.00,"1,933.61","1,818.35",823.31,995.03,9.06,OHTL
11.49,20.75,11.00,166.03,31/12/2558,160.00,"1,935.65","2,002.80",776.92,"1,225.88",8.58,OHTL
9.84,20.17,10.11,152.67,31/12/2559,150.98,"2,069.38","2,134.91",737.14,"1,397.77",7.38,OHTL
14.09,28.77,14.30,215.95,31/12/2560,150.98,"2,159.59","1,889.83",764.13,"1,125.71",10.00,OHTL
-10.12,-18.69,-1.54,-144.26,31/12/2557,937.50,666.55,937.05,671.64,255.56,-21.64,ROH
10.95,11.66,0.89,83.17,31/12/2558,937.50,851.86,983.72,754.81,218.97,9.76,ROH
12.75,13.16,1.13,106.30,31/12/2559,937.50,867.30,"1,084.09",861.10,217.40,12.26,ROH
14.03,14.44,1.36,127.33,31/12/2560,937.50,899.05,"1,142.87",902.48,234.78,14.16,ROH
12.41,12.64,6.78,881.39,31/12/2557,"1,300.00","2,654.77","7,687.81","7,179.65",494.02,33.20,SHANG
9.95,8.89,5.12,665.45,31/12/2558,"1,300.00","2,562.05","8,408.76","7,793.59",596.95,25.97,SHANG
8.29,7.28,4.44,576.98,31/12/2559,"1,300.00","2,377.87","8,649.74","8,052.07",570.46,24.26,SHANG
7.96,6.62,4.23,549.59,31/12/2560,"1,300.00","2,537.64","9,256.32","8,561.83",659.11,21.66,SHANG
1.36,0.94,0.04,183.18,31/12/2557,485.00,"26,275.30","49,501.80","19,534.21","22,485.90",0.70,AAV
5.02,5.44,0.22,"1,078.48",31/12/2558,485.00,"30,463.58","52,826.53","20,142.39","24,743.36",3.54,AAV
6.81,9.03,0.39,"1,869.46",31/12/2559,485.00,"33,130.30","56,599.43","21,270.52","26,479.18",5.64,AAV
5.54,6.83,0.30,"1,477.49",31/12/2560,485.00,"37,282.32","62,773.56","22,005.88","31,320.46",3.96,AAV
11.15,12.96,8.55,"12,220.37",30/09/2557,"14,285.70","39,770.73","153,788.84","97,044.25","56,541.44",30.73,AOT
15.92,18.22,13.11,"18,728.65",30/09/2558,"14,285.70","45,773.37","159,623.66","108,587.57","50,811.52",40.92,AOT
15.55,17.03,13.70,"19,571.46",30/09/2559,"14,285.70","52,783.34","172,216.39","121,321.87","50,637.84",37.08,AOT
15.62,16.37,1.45,"20,683.60",30/09/2560,"14,285.70","56,744.27","178,409.94","131,376.25","46,721.24",36.45,AOT
16.27,16.53,0.44,"6,219.53",31/12/2560,"14,285.70","15,045.54","180,253.41","137,558.01","42,364.73",41.34,AOT
9.43,10.75,0.16,40.57,31/12/2557,258.29,607.67,586.28,380.22,206.06,6.68,ASIMAR
20.39,22.01,0.35,90.18,31/12/2558,258.29,766.39,529.82,439.41,89.25,11.77,ASIMAR
10.07,11.05,0.19,48.37,31/12/2559,258.29,614.59,701.30,436.13,263.68,7.87,ASIMAR
14.88,17.79,0.32,81.57,31/12/2560,258.29,705.26,733.81,481.10,251.14,11.57,ASIMAR
-12.79,-61.70,-0.07,-46.97,31/12/2557,660.21,23.07,346.05,52.65,293.40,-203.58,B
-9.29,-16.56,-0.01,-42.54,31/12/2558,"7,015.84",66.09,561.84,461.03,100.81,-64.36,B
-9.62,-12.34,-0.01,-53.57,31/12/2559,"7,015.84",98.53,542.34,407.39,134.95,-54.36,B
-10.37,-14.80,-0.01,-56.13,31/12/2560,397.56,125.64,512.58,351.03,161.56,-44.68,B
5.13,2.17,0.21,351.11,31/12/2557,"2,100.00","22,561.22","48,578.89","25,308.92","23,146.91",1.56,BA
7.02,6.39,0.86,"1,796.86",31/12/2558,"2,100.00","25,407.06","57,012.56","30,956.48","25,916.90",7.07,BA
7.72,5.63,0.84,"1,768.41",31/12/2559,"2,100.00","27,451.33","60,288.68","31,912.65","28,300.13",6.44,BA
5.34,2.62,0.38,787.91,31/12/2560,"2,100.00","29,309.20","57,941.59","28,313.04","29,556.00",2.69,BA
5.74,8.87,0.17,"2,605.85",31/12/2559,"15,285.00","13,580.74","82,785.56","29,689.25","53,002.86",19.19,BEM
6.00,10.28,0.20,"3,123.13",31/12/2560,"15,285.00","15,799.15","98,919.36","31,068.18","67,740.07",19.77,BEM
25.03,23.72,1.08,"12,644.86",31/03/2557,"47,656.92","23,919.77","76,757.07","57,900.54","16,994.75",52.86,BTS
6.31,5.42,0.25,"2,944.03",31/03/2558,"47,677.00","9,039.47","66,811.46","50,728.37","14,798.99",32.57,BTS
8.81,8.61,0.35,"4,141.08",31/03/2559,"47,717.40","10,816.07","65,168.69","45,457.35","18,251.80",38.29,BTS
4.46,4.57,0.17,"2,003.48",31/03/2560,"47,739.82","10,405.77","93,651.27","42,147.08","48,469.19",19.25,BTS
4.68,5.59,0.16,"1,946.03",31/12/2560,"47,761.48","11,800.93","106,914.40","41,192.41","60,439.56",16.49,BTS
12.33,17.80,0.26,129.64,31/12/2560,302.25,"2,326.73","1,555.60","1,114.99",440.61,5.57,III
1.02,-5.20,-0.22,-28.41,31/12/2557,422.39,434.83,"2,310.76",606.54,"1,562.26",-6.53,JUTHA
0.81,-5.81,-0.26,-35.82,31/12/2558,422.38,438.13,"2,386.53",626.02,"1,590.79",-8.18,JUTHA
-2.52,-20.75,-0.85,-117.11,31/12/2559,422.39,361.20,"2,244.55",502.71,"1,564.28",-32.42,JUTHA
-8.03,-54.96,-1.52,-209.38,31/12/2560,422.39,340.15,"1,794.90",259.27,"1,369.30",-61.56,JUTHA
10.89,17.39,0.65,333.48,31/12/2558,300.00,"2,384.71","4,982.66","2,595.63","2,336.55",13.98,JWD
1.70,-0.34,-0.01,-8.86,31/12/2559,510.00,"2,250.88","5,318.02","2,562.60","2,705.43",-0.39,JWD
15.02,21.82,0.60,612.13,31/12/2560,510.00,"2,963.10","5,532.55","3,047.05","2,432.88",20.66,JWD
15.97,14.32,12.03,72.20,31/12/2557,60.00,243.84,612.44,523.45,87.60,29.61,KWC
12.20,10.53,9.40,56.40,31/12/2558,60.00,242.49,590.92,548.16,42.84,23.26,KWC
14.58,12.66,11.98,71.86,31/12/2559,60.00,243.60,637.96,587.40,50.56,29.50,KWC
16.05,13.97,14.19,85.12,31/12/2560,60.00,263.73,694.39,630.84,63.55,32.27,KWC
-10.34,-11.35,-0.75,-471.66,31/12/2557,625.00,"12,312.93","6,569.00","3,771.12","2,219.65",-3.83,NOK
-23.64,-21.30,-1.16,-726.10,31/12/2558,625.00,"14,296.20","7,110.22","3,047.22","4,168.16",-5.08,NOK
-48.08,-170.11,-4.47,"-2,795.09",31/12/2559,625.00,"16,938.32","6,000.85",238.92,"6,340.58",-16.50,NOK
-27.54,-238.66,-1.63,"-1,854.30",31/12/2560,"2,272.00","20,376.71","7,330.15","1,315.02","6,639.14",-9.10,NOK
12.06,11.03,0.65,404.23,31/12/2557,620.00,"1,328.94","4,354.11","3,680.54",673.57,30.42,NYT
12.87,11.96,0.72,444.59,31/12/2558,620.00,"1,409.81","4,446.69","3,753.13",693.56,31.54,NYT
11.67,10.41,0.63,390.03,31/12/2559,620.00,"1,426.46","4,380.47","3,737.45",643.02,27.34,NYT
11.32,10.38,0.31,388.69,31/12/2560,620.00,"1,422.28","4,356.72","3,754.14",602.58,27.33,NYT
10.27,16.61,0.33,717.93,31/12/2560,"2,500.00","4,693.40","10,678.67","6,123.28","4,431.96",15.30,PRM
1.57,-0.52,-0.08,-80.22,31/12/2557,"1,039.52","4,669.23","27,908.53","15,285.00","12,624.67",-1.72,PSL
-6.16,-15.27,-1.82,"-2,425.78",31/12/2558,"1,559.28","4,272.16","32,457.82","16,488.08","15,971.65",-56.78,PSL
-5.20,-17.69,-1.71,"-2,664.90",31/12/2559,"1,559.28","3,795.07","32,316.03","13,632.54","18,683.46",-70.22,PSL
2.72,-1.00,-0.08,-129.48,31/12/2560,"1,559.28","4,412.50","28,833.24","12,335.45","16,497.75",-2.93,PSL
2.76,3.81,0.44,361.58,31/12/2557,828.75,"13,629.79","18,656.94","9,714.63","8,918.64",2.65,RCL
3.25,4.32,0.53,441.53,31/12/2558,828.75,"12,444.51","19,617.26","10,736.93","8,848.01",3.55,RCL
-6.34,-13.77,-1.66,"-1,374.67",31/12/2559,828.75,"10,592.34","18,124.35","9,230.67","8,873.71",-12.98,RCL
4.18,5.88,0.64,533.26,31/12/2560,828.75,"11,813.52","17,409.57","8,921.65","8,486.30",4.51,RCL
-3.47,-31.85,-7.15,"-15,611.62",31/12/2557,"21,827.72","203,966.62","307,267.18","41,215.12","265,971.25",-7.65,THAI
-2.70,-35.28,-5.99,"-13,067.67",31/12/2558,"21,827.72","192,723.20","302,471.06","32,855.95","269,545.37",-6.78,THAI
1.34,0.05,0.01,15.14,31/12/2559,"21,827.72","181,446.21","283,123.87","33,501.37","249,535.67",0.01,THAI
0.65,-6.44,-0.97,"-2,107.35",31/12/2560,"21,827.72","190,534.63","280,774.55","31,911.08","248,761.75",-1.11,THAI
11.28,13.31,1.47,213.49,31/12/2557,145.20,"1,597.88","3,015.31","1,693.27","1,027.88",13.36,TSTE
7.01,8.41,0.50,144.76,31/12/2558,145.20,"1,701.78","4,064.76","1,749.64","1,911.09",8.51,TSTE
3.94,4.55,0.28,99.41,31/12/2559,191.66,"1,755.45","4,951.71","2,622.80","1,928.41",5.66,TSTE
4.56,4.41,0.30,116.61,31/12/2560,191.66,"1,787.27","5,014.05","2,671.03","1,936.47",6.52,TSTE
0.83,0.63,0.12,154.73,31/12/2557,"1,301.18","6,623.06","51,621.86","24,477.81","19,147.55",2.34,TTA
-29.30,-49.18,-6.61,"-11,335.10",31/12/2558,"1,822.45","21,698.63","45,346.40","21,616.45","18,358.04",-52.24,TTA
0.93,-1.97,-0.23,-418.29,31/12/2559,"1,822.45","14,647.65","41,620.00","20,869.82","15,125.38",-2.86,TTA
3.09,2.90,0.32,588.36,31/12/2560,"1,822.46","14,218.08","35,584.77","19,737.81","10,530.79",4.14,TTA
14.05,13.79,0.12,60.59,31/12/2558,300.00,689.48,695.60,600.78,94.82,8.79,WICE
11.28,11.20,0.12,77.18,31/12/2559,325.95,"1,035.64","1,067.16",777.22,204.88,7.45,WICE
12.07,11.27,0.14,89.70,31/12/2560,325.95,"1,402.33","1,103.82",814.69,204.06,6.40,WICE
2.43,6.49,0.25,"1,059.46",31/12/2557,"4,273.39","150,726.05","71,734.12","16,539.81","55,194.31",0.70,CCET
2.94,8.95,0.34,"1,544.69",31/12/2558,"4,552.09","150,605.74","66,048.61","17,972.57","48,076.04",1.03,CCET
3.04,6.51,0.26,"1,168.56",31/12/2559,"4,552.09","108,723.89","55,262.45","17,915.29","37,092.37",1.07,CCET
2.69,5.27,0.21,961.73,31/12/2560,"4,554.64","107,488.79","60,161.70","18,606.31","41,362.07",0.89,CCET
16.29,22.53,4.78,"5,961.65",31/12/2557,"1,247.38","45,096.97","38,244.58","27,598.25","10,646.33",13.22,DELTA
17.17,23.09,5.38,"6,713.82",31/12/2558,"1,247.38","47,993.26","43,601.67","30,557.76","13,043.91",13.99,DELTA
12.75,17.67,4.42,"5,516.29",31/12/2559,"1,247.38","47,651.76","46,319.27","31,891.09","14,428.18",11.58,DELTA
14.02,15.33,3.95,"4,930.98",31/12/2560,"1,247.38","50,330.16","46,154.16","32,458.68","13,680.44",9.80,DELTA
-61.69,-64.59,-0.77,-323.10,31/12/2557,476.88,186.04,432.99,417.52,15.47,-173.67,EIC
-41.04,-46.99,-0.35,-195.54,31/12/2558,667.63,185.21,516.88,414.65,102.24,-105.58,EIC
-29.34,-37.02,-0.20,-134.64,31/12/2559,700.46,216.31,387.22,312.84,74.38,-62.24,EIC
-23.21,-30.41,-0.10,-131.52,31/12/2560,"3,169.88",241.76,812.85,552.06,260.79,-54.40,EIC
17.91,19.48,4.23,"3,405.50",31/12/2557,804.88,"23,171.23","22,051.33","18,363.61","3,687.72",14.70,HANA
9.39,10.94,2.57,"2,066.37",31/12/2558,804.88,"20,988.91","23,122.84","19,423.57","3,699.27",9.85,HANA
9.59,10.69,2.62,"2,105.42",31/12/2559,804.88,"21,064.28","23,780.78","19,961.76","3,819.02",10.00,HANA
12.53,14.21,3.59,"2,887.73",31/12/2560,804.88,"22,583.22","24,403.10","20,689.88","3,713.22",12.79,HANA
17.31,40.37,3.89,"2,109.77",31/12/2557,565.63,"11,688.68","15,159.73","6,361.94","8,771.79",18.05,KCE
15.61,31.04,3.93,"2,240.11",31/12/2558,574.76,"12,552.34","16,830.07","8,073.33","8,729.86",17.85,KCE
19.48,33.65,5.23,"3,038.75",31/12/2559,586.10,"14,006.58","17,327.69","9,990.23","7,300.18",21.70,KCE
15.74,23.98,4.34,"2,544.50",31/12/2560,586.40,"14,518.92","17,850.25","11,228.69","6,575.95",17.53,KCE
7.24,10.28,25.27,528.05,30/09/2557,208.98,"16,724.99","7,990.50","5,372.33","2,618.17",3.16,METCO
9.92,13.13,35.44,740.64,30/09/2558,208.98,"16,914.18","8,296.39","5,913.12","2,383.27",4.38,METCO
7.77,8.28,23.65,494.26,30/09/2559,208.98,"16,232.66","8,455.07","6,018.49","2,436.58",3.04,METCO
3.46,4.29,12.33,257.65,30/09/2560,208.98,"14,257.00","8,020.51","5,980.86","2,039.64",1.81,METCO
2.37,3.02,1.63,34.10,31/12/2560,208.98,"3,374.72","7,960.79","6,014.96","1,945.82",1.01,METCO
-2.70,-6.01,-0.26,-110.96,31/12/2557,836.48,"9,158.27","3,513.11","1,790.22","1,714.44",-1.21,SMT
-1.18,-3.13,-0.13,-55.30,31/12/2558,836.48,"7,669.89","3,436.47","1,744.85","1,690.69",-0.72,SMT
2.00,0.74,0.02,12.95,31/12/2559,836.48,"3,598.37","3,493.14","1,766.59","1,722.92",0.36,SMT
-15.05,-36.53,-0.65,-545.89,31/12/2560,836.48,"1,901.46","2,881.42","1,221.86","1,657.00",-28.71,SMT
-3.19,-4.50,-0.10,-23.56,31/12/2557,232.00,519.25,763.81,504.67,259.14,-4.54,SPPT
-3.50,-5.12,-0.11,-25.22,31/12/2558,232.00,501.51,725.05,479.63,245.43,-5.03,SPPT
-1.02,-3.66,-0.07,-17.21,31/12/2559,232.00,422.60,688.69,462.09,226.61,-4.07,SPPT
3.96,2.05,0.04,9.57,31/12/2560,232.00,468.15,521.23,471.66,49.57,2.04,SPPT
-4.44,-7.71,-0.13,-304.46,31/12/2557,"2,265.75","9,767.18","6,430.99","3,649.09","2,781.90",-3.12,SVI
28.49,43.50,0.90,"2,029.15",31/12/2558,"2,265.75","9,864.27","7,752.32","5,680.92","2,071.40",20.57,SVI
19.32,25.08,0.71,"1,602.67",31/12/2559,"2,265.75","12,445.31","10,734.90","7,097.59","3,637.31",12.88,SVI
5.00,6.85,0.22,491.32,31/12/2560,"2,265.75","12,681.57","11,312.90","7,245.17","4,067.73",3.87,SVI
4.99,7.31,0.09,59.95,31/12/2557,637.06,"1,758.25","1,267.61",848.45,419.16,3.41,TEAM
-9.37,-14.09,-0.17,-109.74,31/12/2558,637.06,"1,295.52",973.12,709.18,263.94,-8.47,TEAM
-1.19,-1.24,-0.01,-8.72,31/12/2559,637.06,"1,208.63","1,010.00",699.49,310.52,-0.72,TEAM
0.57,0.51,0.01,3.55,31/12/2560,637.06,"1,250.60","1,006.09",703.18,302.90,0.28,TEAM
39.95,77.91,12.12,"36,033.17",31/12/2557,"2,973.10","150,028.94","126,350.56","46,750.40","79,485.81",24.02,ADVANC
33.18,82.32,13.17,"39,152.41",31/12/2558,"2,973.10","156,015.25","181,761.27","48,376.33","133,268.29",25.10,ADVANC
17.53,67.44,10.31,"30,666.54",31/12/2559,"2,973.10","152,717.99","275,670.35","42,568.88","232,962.02",20.08,ADVANC
14.73,64.76,10.12,"30,077.31",31/12/2560,"2,973.10","158,477.17","284,067.35","50,320.35","233,640.57",18.98,ADVANC
18.98,25.96,3.19,658.56,31/12/2557,"1,031.60","6,651.55","4,167.95","2,670.28","1,486.65",9.90,AIT
14.97,19.25,2.58,532.51,31/12/2558,"1,031.60","5,271.21","4,672.50","2,862.36","1,810.15",10.10,AIT
12.01,14.94,2.08,429.39,31/12/2559,"1,031.60","4,419.08","4,511.80","2,884.00","1,627.80",9.72,AIT
11.70,14.98,2.09,431.13,31/12/2560,"1,031.60","5,397.17","5,024.94","2,871.54","2,153.41",7.99,AIT
12.20,22.91,0.32,279.13,31/12/2559,500.00,"2,038.76","3,357.33","1,846.05","1,511.11",13.69,ALT
2.95,3.12,0.06,56.86,31/12/2560,500.00,"1,309.32","3,440.64","1,801.61","1,638.85",4.34,ALT
3.80,2.22,0.00,4.80,31/12/2557,"1,900.00",469.15,603.46,218.25,385.22,1.02,BLISS
3.36,3.97,0.00,24.99,31/12/2558,"2,660.00",853.04,"1,327.50","1,041.22",286.28,2.93,BLISS
-8.57,-12.11,-0.02,-165.49,31/12/2559,"3,437.60",690.69,"2,221.96","1,692.92",529.04,-23.96,BLISS
-2.12,-2.74,-0.01,-45.70,31/12/2560,"3,437.60",492.11,"1,812.07","1,648.27",163.80,-9.29,BLISS
-1.59,-16.43,-0.25,-149.94,31/12/2557,148.63,"3,044.91","1,894.76",611.87,"1,282.89",-4.92,CSL
22.05,49.67,0.53,315.10,31/12/2558,148.63,"2,963.84","1,908.23",656.82,"1,251.42",10.63,CSL
21.20,44.66,0.51,305.90,31/12/2559,148.63,"2,917.86","1,898.35",713.02,"1,185.32",10.48,CSL
21.99,43.22,0.55,325.27,31/12/2560,148.63,"2,823.29","1,839.28",792.06,"1,047.22",11.52,CSL
13.82,32.86,4.53,"10,728.75",31/12/2557,"4,735.62","90,868.43","106,426.10","32,591.32","73,827.67",11.81,DTAC
8.12,19.71,2.49,"5,893.11",31/12/2558,"4,735.62","88,053.56","110,965.41","27,221.45","83,741.83",6.69,DTAC
3.67,7.67,0.88,"2,085.83",31/12/2559,"4,735.62","82,800.14","115,368.72","27,144.45","88,223.53",2.52,DTAC
3.38,7.50,0.89,"2,114.97",31/12/2560,"4,735.62","78,740.56","114,500.59","29,234.30","85,265.67",2.69,DTAC
4.06,11.05,0.56,"1,314.57",31/03/2561,"4,735.62","19,307.34","113,877.44","30,548.87","83,327.96",6.81,DTAC
-15.45,-198.18,-0.40,-214.40,31/12/2557,540.00,"2,614.81",934.72,0.99,929.98,-8.20,FER
-29.98,-65.22,-0.20,-350.73,31/12/2558,"1,898.00","1,653.15","1,472.78","1,074.55",395.99,-21.22,FER
-11.56,-16.67,-0.09,-164.19,31/12/2559,"1,898.00",360.79,"1,239.04",895.58,330.39,-45.51,FER
-12.78,-21.76,-0.09,-211.19,31/12/2560,"2,312.86",626.99,"1,736.66","1,045.50",611.40,-33.68,FER
9.80,20.47,0.35,337.91,31/12/2557,480.00,"4,378.53","6,322.73","1,748.77","4,027.69",7.72,FORTH
13.15,25.06,0.48,459.84,31/12/2558,480.00,"5,128.66","5,973.81","1,920.61","3,467.52",8.97,FORTH
11.54,18.87,0.38,365.82,31/12/2559,480.00,"5,432.39","6,869.46","1,957.58","4,240.12",6.73,FORTH
9.92,14.10,0.28,271.54,31/12/2560,480.00,"7,183.60","8,148.84","1,894.52","5,429.06",3.78,FORTH
13.80,13.93,0.27,95.08,31/12/2560,340.00,482.37,"1,156.11","1,044.44",111.67,19.71,HUMAN
10.22,15.85,0.84,218.94,31/12/2557,261.05,"2,694.76","3,311.20","1,491.75","1,816.61",8.12,ILINK
11.00,16.08,0.80,265.58,31/12/2558,334.65,"3,078.99","3,449.85","1,810.99","1,635.15",8.63,ILINK
7.31,9.96,0.63,220.86,31/12/2559,362.42,"2,971.94","5,585.90","2,624.64","2,397.82",7.43,ILINK
2.40,1.08,0.08,28.08,31/12/2560,362.42,"4,251.01","7,129.62","2,573.68","3,951.27",0.66,ILINK
1.88,-1.43,-0.03,-6.82,31/12/2557,250.02,513.08,"1,055.62",463.34,592.28,-1.33,INET
6.22,8.11,0.16,39.11,31/12/2558,250.02,640.35,"1,183.95",501.76,682.19,6.11,INET
6.89,9.10,0.23,84.38,31/12/2559,500.04,"1,020.68","2,588.72","1,352.50","1,236.15",8.27,INET
13.97,23.11,0.75,374.82,31/12/2560,500.04,"1,546.07","4,206.24","1,891.14","2,309.92",24.24,INET
31.12,60.88,4.60,"14,761.26",31/12/2557,"3,206.42","25,269.97","54,699.30","24,678.29","20,827.14",58.41,INTUCH
32.16,64.10,5.01,"16,077.79",31/12/2558,"3,206.42","29,268.24","57,826.76","25,483.72","22,486.38",54.93,INTUCH
32.77,62.30,5.11,"16,397.61",31/12/2559,"3,206.42","28,607.14","54,606.86","27,156.79","16,931.77",57.32,INTUCH
17.68,38.07,3.33,"10,673.18",31/12/2560,"3,206.42","22,543.43","50,959.61","28,915.14","13,633.10",47.34,INTUCH
19.23,28.10,0.46,"3,270.86",31/12/2557,"3,568.70","12,411.19","22,981.81","11,886.20","10,055.07",26.35,JAS
59.96,113.16,2.23,"15,710.41",31/12/2558,"3,566.74","33,427.14","50,795.57","15,881.68","33,785.37",47.00,JAS
8.64,22.99,0.46,"3,001.61",31/12/2559,"2,968.48","18,150.84","47,594.12","10,236.06","36,326.75",16.54,JAS
8.01,22.61,0.42,"2,693.39",31/12/2560,"3,335.31","18,288.48","50,548.59","13,584.39","35,919.90",14.73,JAS
10.12,18.96,0.71,349.90,31/12/2557,524.46,"9,284.48","6,188.32","1,928.88","4,089.25",3.77,JMART
7.56,13.65,0.62,322.64,31/12/2558,524.46,"9,971.85","9,350.04","2,799.78","5,571.68",3.24,JMART
7.16,15.29,0.70,438.25,31/12/2559,629.36,"11,231.79","13,003.14","2,933.94","9,013.15",3.90,JMART
7.41,15.89,0.67,490.16,31/12/2560,734.25,"13,236.85","16,443.61","3,233.98","11,780.06",3.70,JMART
-5.70,-11.35,-0.19,-133.92,31/12/2557,706.46,127.61,"1,750.42","1,113.11",644.68,-104.95,JTS
-1.93,-3.99,-0.06,-43.57,31/12/2558,706.46,90.76,"1,638.32","1,073.28",572.34,-48.00,JTS
-3.16,-5.69,-0.08,-57.44,31/12/2559,706.46,142.06,"1,288.20",945.19,350.67,-40.43,JTS
1.30,1.32,0.02,12.52,31/12/2560,706.46,99.52,"1,240.06",957.71,289.30,12.58,JTS
10.27,14.43,0.61,270.43,31/12/2557,441.45,"5,175.92","3,546.44","1,918.69","1,612.48",5.22,MFEC
7.77,10.30,0.45,196.53,31/12/2558,441.45,"3,382.33","3,140.64","1,895.70","1,224.98",5.81,MFEC
8.68,11.45,0.50,221.77,31/12/2559,441.45,"3,375.08","3,328.18","1,977.21","1,344.48",6.57,MFEC
5.79,7.79,0.35,153.99,31/12/2560,441.45,"3,013.16","3,370.00","1,975.34","1,382.70",5.11,MFEC
8.50,12.32,0.49,176.02,31/12/2557,360.00,"7,080.97","3,123.97","1,461.11","1,656.69",2.49,MSC
9.04,13.65,0.57,206.14,31/12/2558,360.00,"7,024.06","3,365.94","1,559.25","1,797.41",2.93,MSC
7.73,11.82,0.52,188.06,31/12/2559,360.00,"7,692.80","3,136.17","1,623.16","1,507.83",2.44,MSC
9.99,14.01,0.65,235.06,31/12/2560,360.00,"7,444.53","3,155.51","1,732.38","1,416.80",3.16,MSC
13.47,33.87,1.06,150.36,31/12/2557,141.94,"2,651.25","1,605.79",493.02,"1,112.77",5.67,PT
9.90,23.05,0.85,120.67,31/12/2558,141.94,"2,234.81","1,644.30",553.74,"1,090.56",5.40,PT
